title,app_id
Trainz Railroad Simulator 2019,553520
Virtual Hunter,1549850
CarX Drift Racing Online - Engine Swaps Unlock,2154970
FPV LOGIC,2398030
The Lost Legends of Redwall: Feasts & Friends,2632490
Disney•Pixar Cars,331160
Ostranauts,1022980
STAR WARS™ Empire at War - Gold Pack,32470
"Love, Ghostie",1789490
Paleo Pines Trick or Treat DLC,3066180
Witchy Life Story,1427340
Paleo Pines Spooktacular DLC,3066240
Weedcraft Inc,622720
MudRunner,675010
Totally Accurate Battle Simulator,508440
WARNO - Nemesis #1 - Air Assault,2978640
Saleblazers,1419850
Beer Factory,1782570
"Northgard - Himminbrjotir, Clan of the Ox",1223060
"Northgard - Ratatoskr, Clan of the Squirrel",1644210
Rewind Or Die,2329130
Assetto Corsa Competizione - 24H Nürburgring Pack,2700610
RimWorld - Ideology,1392840
Euro Truck Simulator 2 - Road to the Black Sea,1056760
The Sims™ 4 Vampires,1235743
RimWorld - Royalty,1149640
American Truck Simulator - Texas,1465750
Stellaris: Toxoids Species Pack,2115770
SUMMERHOUSE,2533960
WolfQuest Anniversary - Hellroaring Mountain,2874030
Assetto Corsa -Tripl3 Pack,509350
Stellaris: Federations,1140001
Stellaris: Overlord,1889490
Black Skylands,1143810
Thief Simulator,704850
Ravenfield,636480
JOY OF PROGRAMMING - Software Engineering Simulator,2216770
Victoria 3: Melodies for the Masses Music Pack,2348450
Kebab Chefs! - Restaurant Simulator,1001270
Rain World: Downpour,1933390
Stellaris: MegaCorp,944290
Idle Cave Miner,2289450
The Sims™ 4 My First Pet Stuff,1235753
The Long Dark: Tales from the Far Territory,2091330
PAYDAY 2,218620
"Yes, Your Grace",1115690
Caves of Qud,333640
Hometopia,1138640
State of Decay: YOSE,329430
Turmoil - The Heat Is On,804760
Settlements Rising,2378910
Blush Blush - Kitsune Bundle,2587610
Rune Coliseum,2360210
DiRT Rally 2.0 - Germany (Rally Location),1004892
KovaaK's,824270
DCS: F-16C The Gamblers Campaign by Baltic Dragon,3015300
Rec Room,471710
Two Point Hospital: Off the Grid,1196150
Two Point Hospital: Close Encounters,1096580
Two Point Hospital: Bigfoot,966690
Planet Coaster,493340
Euro Truck Simulator 2 - Mighty Griffin Tuning Pack,461244
Workers & Resources: Soviet Republic - Biomes,2499360
theHunter: Call of the Wild™ - Bloodhound,1546670
Space Engineers - Automatons,1958640
Euro Truck Simulator 2 - High Power Cargo Pack,304214
Euro Truck Simulator 2 - Heavy Cargo Pack,531131
Platform 8,2903560
The Infected,1360000
The Monster Breeder,1192440
theHunter: Call of the Wild™ - Medved-Taiga,695680
Ages of Conflict: World War Simulator,2186320
Demolish & Build 3,1203670
"Northgard - Brundr & Kaelinn, Clan of the Lynx",1401490
theHunter: Call of the Wild™ - Revontuli Coast,1931910
"Northgard - Nidhogg, Clan of the Dragon",971630
"Northgard - Sváfnir, Clan of the Snake",888650
Kingspray Graffiti VR,471660
theHunter: Call of the Wild™ - Hunter Power Pack,2299780
Stellaris: Grand Archive,2863080
EVERSPACE™ 2 - Titans,2873460
Elite Dangerous: Odyssey,1336350
Icarus: Holdfast Outpost,1648540
Trailmakers: Motorhead Pack,3009870
If My Heart Had Wings,326480
Icarus: Iceholm Outpost,1648541
Steel Division 2 - Burning Baltics,1418231
EVERSPACE™ 2,1128920
Under A New Sun,2075580
Tropico 6 - Tropican Shores,2938080
Anno 1404 - History Edition,1281630
Farming Simulator 2013 Titanium Edition,220260
Notruf 112 | Emergency Call 112,491530
Moving Out 2,1641700
Gourdlets,2013730
theHunter: Call of the Wild™ - High Caliber Weapon Pack,2701860
Phoenix Point - Kaos Engines DLC,1622221
Cities: Skylines - Industries,715194
Hand Simulator,657200
CarX Drift Racing Online - Japan Fest,1112470
Furnish Master,2004080
SHENZHEN I/O,504210
House Flipper,613100
Mob Factory,2182630
Kingdoms and Castles,569480
XENOTILT: HOSTILE PINBALL ACTION,2008980
Assetto Corsa Competizione - 2023 GT World Challenge Pack,2328720
Tower Walker - The Lich,2693140
Littlewood,894940
House Flipper - Farm DLC,1832960
Sankaku Renai: Love Triangle Trouble,1009450
Ark of Charon,2827810
Fureraba ~Friend to Lover~,822760
Euro Truck Simulator 2 - Iberia,1209460
Euro Truck Simulator 2 - Italia,558244
Euro Truck Simulator 2 - Vive la France !,531130
Assetto Corsa Competizione - Intercontinental GT Pack,1201360
DCS: F-15C Flaming Cliffs,250300
"Northgard - Dodsvagr, Clan of the Rat",1876990
Hero's Adventure: Road to Passion,1948980
Ancient Aliens: The Game,1998260
Octodad: Dadliest Catch,224480
SnowRunner - Season 13: Dig & Drill,2709450
Little Big Workshop,574720
DiRT Rally 2.0 - Finland (Rally Location),1118292
DiRT Rally 2.0 - Sweden (Rally Location),1004891
DiRT Rally 2.0 - Wales (Rally Location),1004894
DiRT Rally 2.0 - Greece (Rally Location),1118290
The Operator,1771980
Car Mechanic Simulator 2021 - BMW DLC,2601200
Galaxy Pass Station,1571990
Space Engineers - Style Pack,1084680
Space Engineers - Warfare 2,1783760
Space Engineers - Decorative Pack,1049790
King's Bounty II,1135300
Space Engineers - Decorative Pack #2,1167910
The Testing Chamber,1921900
Space Engineers - Warfare 1,1475830
Space Engineers - Economy Deluxe,1135960
Space Engineers - Wasteland,1374610
Stronghold Kingdoms,47410
Gas Station Simulator - Can Touch This DLC,1940030
Police Simulator: Patrol Officers: Guardian Police Vehicle DLC,2210960
Havendock,2020710
The Sapling,997380
Space Engineers - Heavy Industry,1676100
Ultimate Godspeed,1435750
Aka,1591450
Paper Kingdom,1930390
Kerbal Space Program: Making History Expansion,283740
Kerbal Space Program: Breaking Ground Expansion,982970
"Cook, Serve, Delicious! 3?!",1000030
Eiyu*Senki – The World Conquest,691770
Lemon Cake,1338330
Poly Bridge 2,1062160
Dungeon Tycoon - Supporter Pack,3233000
Old World - Behind the Throne,2587420
Nexomon,1191580
American Truck Simulator - Nebraska,2543810
Hearts of Iron IV: Content Creator Pack - Soviet Union 2D Art,2981720
Killer Frequency,1903620
SnowRunner - Season 8: Grand Harvest,1585815
Easy Red 2,1324780
RIDE 5,1650010
Euro Truck Simulator 2 - Krone Trailer Pack,933610
Car Mechanic Simulator 2021 - Rims DLC,2721070
Insurgency: Sandstorm,581320
Puffin Planes,2897240
Summer Memories,1227890
Let's Go! My Harem Farm,2659960
theHunter: Call of the Wild™ - Labrador Retriever,2631430
Elven Assassin,503770
My Dream Setup - Bathroom DLC,2926420
Car Mechanic Simulator 2021 - Mercedes-Benz Remastered DLC,2112232
No Place Like Home,1472660
Crusader Kings III: Northern Lords,1303183
Crusader Kings III: Fate of Iberia,1303184
Mortal Glory 2,2216660
Regiments,1109680
Regiments - Winds of Change,2542770
Moving Houses,2831060
A Total War Saga: TROY - Blood & Glory,1353190
Fly in the House,350500
Railway Empire 2 - High Voltage,2677560
WolfQuest Anniversary - Lost River,1529930
Railway Empire 2,1644320
Beasts of Bermuda - Pteranodon Supporter Warpaint,2665900
Storm Chasers,862800
Pushing It! With Sisyphus,2899090
The Lost Village,1963040
Idling to Rule the Gods,466170
My Time at Sandrock - Summer Heat Collection 3,2595610
River Town Factory,2281410
State of Decay 2: Juggernaut Edition,495420
Bus World,1193090
Jurassic World Evolution 2: Dominion Malta Expansion,2177430
Home Design 3D,420000
HOT WHEELS UNLEASHED™ 2 - Turbocharged,2051120
Planet Zoo: Arctic Pack,1196770
Construction Simulator - Airfield Expansion,2295780
Lightyear Frontier - Pioneer's Bundle,2655090
Growtopia,866020
War Thunder - British Starter Pack,1368801
Dummynation,1892030
FTL: Faster Than Light,212680
Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,1150640
Age of History II,603850
Anno 1701 History Edition,2820140
Men of War: Assault Squad 2 - Airborne,357760
Sakura Succubus 9,2788150
Planet Zoo: Barnyard Animal Pack,2837730
Caesar™ IV,517810
Age of Mythology EX: Tale of the Dragon,355960
Pinball FX - Star Wars™ Pinball:  The Force Awakens Pack,2357271
The Sims™ 4 Storybook Nursery Kit,2815430
The Sims™ 4 Artist Studio Kit,2815420
Welcome to the Game II,720250
SILENT BREATH,2796180
Graviteam Tactics: Treacherous Lakes,2717580
Gazillionaire,1169100
Workers & Resources: Soviet Republic - Soundtrack,1049900
RIDE 5 - King of the Hills Pack,2315190
"Cook, Serve, Delicious! 2!!",386620
Stormworks: Search and Destroy,1542360
Game Dev Tycoon,239820
Hardwar,1500540
Two Point Hospital: Fancy Dress Pack,1376920
American Truck Simulator - Oregon,800370
American Truck Simulator - Wyoming,1415692
American Truck Simulator - Idaho,1209470
American Truck Simulator - Montana,1811080
American Truck Simulator - Washington,1015160
Tank Force: Online Shooter Game,604500
Malice,1799220
Football Manager 2024 In-game Editor,2473420
WGT Golf,1182020
DYSMANTLE: Underworld,2004110
City Bus Manager - Holiday Resorts & Sightseeing Buses,3218520
City Bus Manager,1364210
Passpartout: The Starving Artist,582550
Stellaris: Ancient Relics Story Pack,1045980
Stellaris: Lithoids Species Pack,1140000
Stellaris: Aquatics Species Pack,1749080
Stellaris: Synthetic Dawn Story Pack,642750
Stellaris: Humanoids Species Pack,756010
Hydroneer: Journey to Volcalidus,2659380
Stellaris: Plantoids Species Pack,498870
"Northgard - Garm, Clan of the Hounds",2946220
Fallout Shelter,588430
Stellaris: Leviathans Story Pack,518910
Stellaris: Necroids Species Pack,1341520
Beach Club Simulator 2024,2856030
Headquarters: World War II,1840800
theHunter: Call of the Wild™ - Smoking Barrels Weapon Pack,1252750
Headquarters: World War II - Market Garden,3047640
Volcano Princess,1669980
Sniper: Ghost Warrior 2,34870
The Drone Racing League Simulator,641780
Call of the Wild: The Angler™ - South Africa Reserve,2500370
Call of the Wild: The Angler™,1408610
Patrician IV,57620
Oxygen Not Included - Spaced Out!,1452490
Convenience Stories,2119650
Book of Yog Idle RPG,1097430
Cities: Skylines - Hotels & Retreats,2342310
PowerWash Simulator – Alice’s Adventures Special Pack,2736310
Arma 3 Creator DLC: Reaction Forces,2647760
The Riftbreaker: Heart of the Swamp,2506610
PowerWash Simulator – SpongeBob SquarePants Special Pack,2236950
Imperator: Rome,859580
Session: Skate Sim,861650
Buddy Simulator 1984,1269950
The Riftbreaker: Into The Dark,2108630
theHunter: Call of the Wild™ - Saseka Safari Trophy Lodge,1164110
Granny Simulator,1053680
Euro Truck Simulator 2 - TIRSAN Trailer Pack,2569750
Imperator: Rome - Magna Graecia Content Pack,1252870
Euro Truck Simulator 2 - Schwarzmüller Trailer Pack,388477
Placid Plastic Duck Simulator,1999360
The Riftbreaker: Metal Terror,1945600
ESCAPE FROM BOYKISSER,2708280
Panzer Corps 2: War Stories - Fall of Poland,3023770
Panzer Corps 2,1072040
Tank Mechanic Simulator,407130
My Recycling Center - Container Truck Expansion,2852900
theHunter: Call of the Wild™ - Te Awaroa National Park,1463090
Forklift Simulator 2023,2469610
theHunter: Call of the Wild™ - Silver Ridge Peaks,1316840
Two Point Hospital: Retro Items Pack,1035020
Two Point Hospital: Exhibition Items Pack,1144500
Metro Simulator 2,1787480
art of rally,550320
Slime Rancher,433340
Slime Rancher: Secret Style Pack,1079180
To The Rescue!,946720
Beasts of Bermuda - Original Soundtrack,2272740
Marbles on Stream,1170970
Blackjack Championship,1178160
Clicker Heroes,363970
Two Point Hospital: Pebberley Island,1003310
art of rally: australia,2250420
Two Point Hospital: Culture Shock,1377080
Victoria 3: Dawn of Wonder,2411230
Two Point Hospital: A Stitch in Time,1498090
Ship Graveyard Simulator 2,2201940
Kingdom Two Crowns: Norse Lands,1708680
Kingdom Two Crowns,701160
WARNO - Digital Guides,2981540
Claw Machine Sim,2456120
Rusty's Retirement,2666510
Idle Fishing,2725560
JudgeSim,2919660
Lifeforms: Binary Fission,2481920
Fishing Planet: Sport Heavy Casting Pack,423363
Life Makeover,2626940
WolfQuest: Anniversary - Yellowstone Wolf Coat Pack,1529920
Graviteam Tactics: Bird Grove,1848420
Fly Corp,1372530
My Island,1004270
Old World - Pharaohs of the Nile,2587410
Cat Cafe Manager,1354830
Jurassic World Evolution 2,1244460
Cities: Skylines - Content Creator Pack: Industrial Evolution,2313322
Escape Simulator: Steampunk DLC,1942100
Victoria 3: Colossus of the South,2591240
CONFLICT OF NATIONS: WORLD WAR 3,784950
Caesar™ 3,517790
Dead In Vinland,573120
Fishing Planet: Sport Bottom Pack,1000717
Car Mechanic Simulator 2021 - Ford Remastered DLC,2282030
Car Mechanic Simulator 2021 - Pagani Remastered DLC,1773800
Graveyard Keeper,599140
Death From Above,2300160
Seduction of Beauty,2733530
Oxygen Not Included: The Frosty Planet Pack,2952300
Assetto Corsa Competizione - British GT Pack,1493170
Final Stardust: Cosmic Nexus,1896570
Home Safety Hotline: Seasonal Worker,2914730
Icarus: Interior Decorations Pack,2445280
[Chilla's Art] The Convenience Store | 夜勤事件,1228520
"Trolley Problem, Inc.",1582680
The Test: Secrets of the Soul,2231890
The Test: Secrets of the Soul 2,2349550
The Test,1241510
My Dream Setup - Pets DLC,2637930
Chillquarium,2276930
Forza Horizon 5 Acceleration Car Pack,2868420
Pacific Drive: Anomalous Customization Pack,3073780
Dungeons 3 - Clash of Gods,824610
NightClub Simulator,2729480
The Sims™ 4 Goth Galore Kit,2727380
CarX Drift Racing Online - Young Timers,2395750
The Factory Must Grow,3169270
Overcooked,448510
Trailmakers: High Seas Expansion,1607390
Maniac,1482380
The Four Kings Casino and Slots,260430
Cities: Skylines - Content Creator Pack: European Suburbia,715190
The Sims™ 4 Bathroom Clutter Kit,2061331
The Sims™ 4 Riviera Retreat Kit,2782860
Stardew Valley Soundtrack,440820
Close Combat 4: The Battle of the Bulge,2916190
American Truck Simulator - Farm Machinery,2638630
Workers & Resources: Soviet Republic - Help for Ukraine,1948180
Hell Let Loose - Skull Bucket,2175550
Goat Simulator: GoatZ,344450
Pacific Drive: Friendly Dumpster Customization Pack,2935180
Hell Let Loose - Hot Drop,1793011
Carrier Battles - Into the Wind & Ceylon 1942,3030330
Anno 1800,916440
CarX Drift Racing Online - Street Class Sticker Pack,1308680
Silent Hunter® III,15210
Achievement Clicker,743640
Pinball FX - Williams Pinball Volume 1,2370405
Pinball FX3 - Williams™ Pinball: Volume 1,947000
(the) Gnorp Apologue,1473350
Unheard - Voices of Crime,942970
SCUM Supporter Pack 2,1643210
DRIFT CE,520950
Deducto 2,2119590
Car Mechanic Simulator 2021 - China DLC,2546830
Farming Simulator 22 - CLAAS XERION SADDLE TRAC Pack,1673990
Dealer's Life 2 - Support the Developers,1498030
ZooKeeper Simulator,1194680
Beasts of Bermuda - Toxic Death Messages,2231260
Jurassic World Evolution 2: Early Cretaceous Pack,1336322
Cosmic Sugar VR Pro,560410
The Duck Pond,3067180
theHunter: Call of the Wild™ - Weapon Pack 1,766870
Stronghold HD (2012),40950
theHunter: Call of the Wild™ - Trophy Lodge Spring Creek Manor,1052690
Euro Truck Simulator 2 - Cabin Accessories,388470
SnowRunner - Rezvani Hercules,2058880
Freeways,780210
American Truck Simulator - Forest Machinery,1076080
theHunter: Call of the Wild™ - Tents & Ground Blinds,622450
Euro Truck Simulator 2 - Feldbinder Trailer Pack,2193220
Icarus: Arcticus Outpost,2536390
Icarus: Cactus Outpost,2536380
WooLoop - Magic Pack,3126800
MUSYNX,952040
WooLoop,1878910
CarX Drift Racing Online - Pro Drift Sticker Pack,1308670
Ocean Keeper,2845630
Switchball HD,1588760
Dead In Vinland - Norse Side Stories,1037050
Knights of Pen and Paper 2,310060
Hero's Adventure - Her Vanishing Silhouette,3128600
Manor Lords - Soundtrack,2932630
Mortal Glory 2 - Reign of Tyrants,2973140
Dust to the End,1074070
Old World - The Sacred and The Profane,2261870
Car Detailing Simulator,1433570
Dead In Vinland - Official Soundtrack,846100
Fresh Start Cleaning Simulator,1856030
Spirit of the Island,1592110
Dead In Vinland - Endless Mode: Battle Of The Heodenings,969140
Viscera Cleanup Detail - House of Horror,413160
Homeworld 2 Remastered Soundtrack,352710
Homeworld 1 Remastered Soundtrack,352590
[Chilla's Art] Missing Children | 行方不明,1306620
Viscera Cleanup Detail - The Vulcan Affair,982110
Stronghold: Definitive Edition - Valley of the Wolf Campaign,2728000
Stronghold: Definitive Edition - Swine's Bay Campaign,2727990
[Chilla's Art] Inunaki Tunnel | 犬鳴トンネル,1185160
[Chilla's Art] Stigmatized Property | 事故物件,1162680
Icarus: Everbark Outpost,2536370
American Truck Simulator - Retrowave Paint Jobs Pack,1784890
Icarus: Tecton Outpost,2536360
Euro Truck Simulator 2 - Michelin Fan Pack,388471
Europa Universalis IV: Fredman's Epistles,486970
Euro Truck Simulator 2 - Goodyear Tyres Pack,1117140
A Total War Saga: TROY,1099410
My Dream Setup - Kitchen DLC,2926430
SnowRunner - Jack of All Treads Tire Pack,2353722
Snake Pass,544330
MXGP - The Official Motocross Videogame,256370
My Time At Portia - NPC Eveningwear Package,1968911
My Time At Portia - Player Costume Package,1968910
My Time At Portia - Player Attire Package,1075040
My Time At Portia - NPC Attire Package,1075041
Weedcraft Inc Soundtrack,1114010
Graviteam Tactics: Raid,905050
Beasts of Bermuda - Tropeognathus Supporter Warpaint,2665890
"Flashing Lights: Interceptor SUV Pack (Police, Fire, EMS)",3051230
Tower Walker - The Warlord,2646230
American Truck Simulator - Classic Stripes Paint Jobs Pack,951650
Star Trucker - Amped Customization Pack,2873570
Flashing Lights: Beast Swat Truck DLC,2649410
"Flashing Lights: Thunder Sport Sedan Pack (Police, Fire, EMS)",2649430
"Flashing Lights: Pickup Truck Triple Pack (Police, Fire, EMS)",2449260
Forza Horizon 5 2020 Lexus RC F,2013620
"RTK13WPK - Additional scenario ""Northern Campaign of Jiang Wei"" 追加シナリオ「姜維北伐」",544570
BACKROOMS INVASION,2928660
DiRT Rally 2.0 - Seat Ibiza Kit Car,1118273
Sky Caravan,1792270
Loser Simulator,3006630
MX Nitro: Unleashed,488690
Arma 3 Karts,288520
Euro Truck Simulator 2 - Street Art Paint Jobs Pack,1967650
RIDE 5 - Rebel Pack,2315160
Call of War: World War 2,672680
Chair F*cking Simulator,1302800
Euro Truck Simulator 2 - Modern Lines Paint Jobs Pack,2579670
Euro Truck Simulator 2 - Swedish Paint Jobs Pack,347211
Police Car SUV Simulator,2479930
Feather,545040
Skyward Collapse,238890
Barro Racing,1307090
Tech Support: Error Unknown,781480
GUNSHIP,2368650
Gravity Field,1425250
Soccer Online: Ball 3D,485610
Old World - Heroes of the Aegean,1952840
Fat Prisoner Simulator 2,1085270
Casual Penalty,857050
Satellite Repairman,567780
Euro Truck Simulator 2 - Chinese Paint Jobs Pack,461247
Farming Simulator 22 - Fendt 900 Vario Black Beauty,1767690
Russian Life Simulator,1070330
Drunken Fight Simulator,576480
The Art and Illustrations of Star Renegades,1379330
Weapons Genius VR,1273380
Burger Restaurant Simulator,2549720
Planar Conquest,449300
Cats,2977660
"Cozy Keep: Farm, Craft, Manage",2261350
SPORE™,17390
Bully: Scholarship Edition,12200
Soulmask,2646460
